Timestamp|Value|Channel
07:30:21|1|channel 1
07:30:22|1|channel 1
07:30:23|1|channel 1
07:30:24|1|channel 1
07:30:25|1|channel 1
07:30:26|1|channel 1
07:30:27|1|channel 1
07:30:28|1|channel 1
07:30:29|1|channel 1
07:30:30|1|channel 1
07:30:31|1|channel 1
07:30:32|1|channel 1
07:30:33|1|channel 1
07:30:34|1|channel 1
07:30:35|1|channel 1
07:30:36|1|channel 1
07:30:37|1|channel 1
07:30:38|1|channel 1
07:30:39|1|channel 1
07:30:40|1|channel 1
07:30:41|1|channel 1
07:30:42|1|channel 1
07:30:43|1|channel 1
07:30:44|1|channel 1
07:30:45|1|channel 1
07:30:46|1|channel 1
07:30:47|1|channel 1
07:30:48|1|channel 1
07:30:49|1|channel 1
07:30:50|1|channel 1
07:30:51|1|channel 1
07:30:52|1|channel 1
07:30:53|1|channel 1
07:30:54|1|channel 1
07:30:55|1|channel 1
07:30:56|1|channel 1
07:30:57|1|channel 1
07:30:58|1|channel 1
07:30:59|1|channel 1
07:31:00|1|channel 1
07:31:01|1|channel 1
07:31:02|1|channel 1
07:31:03|1|channel 1
07:31:04|1|channel 1
07:31:05|1|channel 1
07:31:06|1|channel 1
07:31:07|1|channel 1
07:31:08|1|channel 1
07:31:09|1|channel 1
07:31:10|1|channel 1
07:31:11|1|channel 1
07:31:12|1|channel 1
07:31:13|1|channel 1
07:31:14|1|channel 1
07:31:15|1|channel 1
07:31:16|1|channel 1
07:31:17|1|channel 1
07:31:18|1|channel 1
07:31:19|1|channel 1
07:31:20|1|channel 1
07:31:21|1|channel 1
07:31:22|1|channel 1
07:31:23|1|channel 1
07:31:24|1|channel 1
07:31:25|1|channel 1
07:31:26|1|channel 1
07:31:27|1|channel 1
07:31:28|1|channel 1
07:31:29|1|channel 1
07:31:30|1|channel 1
07:31:31|1|channel 1
07:31:32|1|channel 1
07:31:33|1|channel 1
07:31:34|1|channel 1
07:31:35|1|channel 1
07:31:36|1|channel 1
07:31:37|1|channel 1
07:31:38|1|channel 1
07:31:39|1|channel 1
07:31:40|1|channel 1
07:31:41|1|channel 1
07:31:42|1|channel 1
07:31:43|1|channel 1
07:31:44|1|channel 1
07:31:45|1|channel 1
07:31:46|1|channel 1
07:31:47|1|channel 1
07:31:48|1|channel 1
07:31:49|1|channel 1
07:31:50|1|channel 1
07:31:51|1|channel 1
07:31:52|1|channel 1
07:31:53|1|channel 1
07:31:54|1|channel 1
07:31:55|1|channel 1
07:31:56|1|channel 1
07:31:57|1|channel 1
07:31:58|1|channel 1
07:31:59|1|channel 1
07:32:00|1|channel 1
07:32:01|1|channel 1
07:32:02|1|channel 1
07:32:03|1|channel 1
07:32:04|1|channel 1
07:32:05|1|channel 1
07:32:06|1|channel 1
07:32:07|1|channel 1
07:32:08|1|channel 1
07:32:09|1|channel 1
07:32:10|1|channel 1
07:32:11|1|channel 1
07:32:12|1|channel 1
07:32:13|1|channel 1
07:32:14|1|channel 1
07:32:15|1|channel 1
07:32:16|1|channel 1
07:32:17|1|channel 1
07:32:18|1|channel 1
07:32:19|1|channel 1
07:32:20|1|channel 1
07:32:21|1|channel 1
07:32:22|1|channel 1
07:32:23|1|channel 1
07:32:24|1|channel 1
07:32:25|1|channel 1
07:32:26|1|channel 1
07:32:27|1|channel 1
07:32:28|1|channel 1
07:32:29|1|channel 1
07:32:30|1|channel 1
07:32:31|1|channel 1
07:32:32|1|channel 1
07:32:33|1|channel 1
07:32:34|2|channel 1
07:32:35|2|channel 1
07:32:36|2|channel 1
07:32:37|2|channel 1
07:32:38|2|channel 1
07:32:39|2|channel 1
07:32:40|2|channel 1
07:32:41|2|channel 1
07:32:42|2|channel 1
07:32:43|2|channel 1
07:32:44|2|channel 1
07:32:45|2|channel 1
07:32:46|2|channel 1
07:32:47|2|channel 1
07:32:48|2|channel 1
07:32:49|2|channel 1
07:32:50|2|channel 1
07:32:51|2|channel 1
07:32:52|2|channel 1
07:32:53|2|channel 1
07:32:54|2|channel 1
07:32:55|2|channel 1
07:32:56|2|channel 1
07:32:57|2|channel 1
07:32:58|2|channel 1
07:32:59|2|channel 1
07:33:00|2|channel 1
07:33:01|2|channel 1
07:33:02|2|channel 1
07:33:03|2|channel 1
07:33:04|2|channel 1
07:33:05|2|channel 1
07:33:06|2|channel 1
07:33:07|2|channel 1
07:33:08|2|channel 1
07:33:09|2|channel 1
07:33:10|2|channel 1
07:33:11|2|channel 1
07:33:12|2|channel 1
07:33:13|2|channel 1
07:33:14|2|channel 1
07:33:15|2|channel 1
07:33:16|2|channel 1
07:33:17|2|channel 1
07:33:18|2|channel 1
07:33:19|2|channel 1
07:33:20|2|channel 1
07:33:21|2|channel 1
07:33:22|2|channel 1
07:33:23|2|channel 1
07:33:24|2|channel 1
07:33:25|2|channel 1
07:33:26|2|channel 1
07:33:27|2|channel 1
07:33:28|2|channel 1
07:33:29|2|channel 1
07:33:30|2|channel 1
07:33:31|2|channel 1
07:33:32|2|channel 1
07:33:33|2|channel 1
07:33:34|2|channel 1
07:33:35|2|channel 1
07:33:36|2|channel 1
07:33:37|2|channel 1
07:33:38|2|channel 1
07:33:39|2|channel 1
07:33:40|2|channel 1
07:33:41|2|channel 1
07:33:42|2|channel 1
07:33:43|2|channel 1
07:33:44|2|channel 1
07:33:45|2|channel 1
07:33:46|2|channel 1
07:33:47|2|channel 1
07:33:48|2|channel 1
07:33:49|2|channel 1
07:33:50|2|channel 1
07:33:51|2|channel 1
07:33:52|2|channel 1
07:33:53|2|channel 1
07:33:54|2|channel 1
07:33:55|2|channel 1
07:33:56|2|channel 1
07:33:57|2|channel 1
07:33:58|2|channel 1
07:33:59|2|channel 1
07:34:00|2|channel 1
07:34:01|2|channel 1
07:34:02|2|channel 1
07:34:03|2|channel 1
07:34:04|2|channel 1
07:34:05|2|channel 1
07:34:06|2|channel 1
07:34:07|2|channel 1
07:34:08|2|channel 1
07:34:09|2|channel 1
07:34:10|2|channel 1
07:34:11|2|channel 1
07:34:12|2|channel 1
07:34:13|2|channel 1
07:34:14|2|channel 1
07:34:15|2|channel 1
07:34:16|2|channel 1
07:34:17|2|channel 1
07:34:18|2|channel 1
07:34:19|2|channel 1
07:34:20|2|channel 1
07:34:21|2|channel 1
07:34:22|2|channel 1
07:34:23|2|channel 1
07:34:24|2|channel 1
07:34:25|2|channel 1
07:34:26|2|channel 1
07:34:27|2|channel 1
07:34:28|2|channel 1
07:34:29|2|channel 1
07:34:30|2|channel 1
07:34:31|2|channel 1
07:34:32|2|channel 1
07:34:33|2|channel 1
07:34:34|2|channel 1
07:34:35|2|channel 1
07:34:36|2|channel 1
07:34:37|2|channel 1
07:34:38|2|channel 1
07:34:39|2|channel 1
07:34:40|2|channel 1
07:34:41|2|channel 1
07:34:42|2|channel 1
07:34:43|2|channel 1
07:34:44|2|channel 1
07:34:45|2|channel 1
07:34:46|2|channel 1
07:34:47|2|channel 1
07:34:48|2|channel 1
07:34:49|2|channel 1
07:34:50|2|channel 1
07:34:51|2|channel 1
07:34:52|2|channel 1
07:34:53|2|channel 1
07:34:54|2|channel 1
07:34:55|2|channel 1
07:34:56|2|channel 1
07:34:57|2|channel 1
07:34:58|2|channel 1
07:34:59|2|channel 1
07:35:00|2|channel 1
07:35:01|2|channel 1
07:35:02|2|channel 1
07:35:03|2|channel 1
07:35:04|2|channel 1
07:35:05|2|channel 1
07:35:06|2|channel 1
07:35:07|2|channel 1
07:35:08|2|channel 1
07:35:09|2|channel 1
07:35:10|2|channel 1
07:35:11|2|channel 1
07:35:12|2|channel 1
07:35:13|2|channel 1
07:35:14|2|channel 1
07:35:15|2|channel 1
07:35:16|2|channel 1
07:35:17|2|channel 1
07:35:18|2|channel 1
07:35:19|2|channel 1
07:35:20|2|channel 1
07:35:21|2|channel 1
07:35:22|2|channel 1
07:35:23|2|channel 1
07:35:24|2|channel 1
07:35:25|2|channel 1
07:35:26|2|channel 1
07:35:27|2|channel 1
07:35:28|2|channel 1
07:35:29|2|channel 1
07:35:30|2|channel 1
07:35:31|2|channel 1
07:35:32|2|channel 1
07:35:33|2|channel 1
07:35:34|2|channel 1
07:35:35|2|channel 1
07:35:36|2|channel 1
07:35:37|2|channel 1
07:35:38|2|channel 1
07:35:39|2|channel 1
07:35:40|2|channel 1
07:35:41|2|channel 1
07:35:42|2|channel 1
07:35:43|2|channel 1
07:35:44|2|channel 1
07:35:45|2|channel 1
07:35:46|2|channel 1
07:35:47|2|channel 1
07:35:48|2|channel 1
07:35:49|2|channel 1
07:35:50|2|channel 1
07:35:51|2|channel 1
07:35:52|2|channel 1
07:35:53|2|channel 1
07:35:54|2|channel 1
07:35:55|2|channel 1
07:35:56|2|channel 1
07:35:57|2|channel 1
07:35:58|2|channel 1
07:35:59|2|channel 1
07:36:00|2|channel 1
07:36:01|2|channel 1
07:36:02|2|channel 1
07:36:03|2|channel 1
07:36:04|2|channel 1
07:36:05|2|channel 1
07:36:06|2|channel 1
07:36:07|2|channel 1
07:36:08|2|channel 1
07:36:09|2|channel 1
07:36:10|2|channel 1
07:36:11|2|channel 1
07:36:12|2|channel 1
07:36:13|2|channel 1
07:36:14|2|channel 1
07:36:15|2|channel 1
07:36:16|2|channel 1
07:36:17|2|channel 1
07:36:18|2|channel 1
07:36:19|2|channel 1
07:36:20|2|channel 1
07:36:21|2|channel 1
07:36:22|2|channel 1
07:36:23|2|channel 1
07:36:24|2|channel 1
07:36:25|2|channel 1
07:36:26|2|channel 1
07:36:27|2|channel 1
07:36:28|2|channel 1
07:36:29|2|channel 1
07:36:30|2|channel 1
07:36:31|2|channel 1
07:36:32|2|channel 1
07:36:33|2|channel 1
07:36:34|2|channel 1
07:36:35|2|channel 1
07:36:36|2|channel 1
07:36:37|2|channel 1
07:36:38|2|channel 1
07:36:39|2|channel 1
07:36:40|2|channel 1
07:36:41|2|channel 1
07:36:42|2|channel 1
07:36:43|2|channel 1
07:36:44|2|channel 1
07:36:45|2|channel 1
07:36:46|2|channel 1
07:36:47|2|channel 1
07:36:48|2|channel 1
07:36:49|2|channel 1
07:36:50|2|channel 1
07:36:51|2|channel 1
07:36:52|2|channel 1
07:36:53|2|channel 1
07:36:54|2|channel 1
07:36:55|2|channel 1
07:36:56|2|channel 1
07:36:57|2|channel 1
07:36:58|2|channel 1
07:36:59|2|channel 1
07:37:00|2|channel 1
07:37:01|2|channel 1
07:37:02|2|channel 1
07:37:03|2|channel 1
07:37:04|2|channel 1
07:37:05|2|channel 1
07:37:06|2|channel 1
07:37:07|2|channel 1
07:37:08|2|channel 1
07:37:09|2|channel 1
07:37:10|2|channel 1
07:37:11|2|channel 1
07:37:12|2|channel 1
07:37:13|2|channel 1
07:37:14|2|channel 1
07:37:15|2|channel 1
07:37:16|2|channel 1
07:37:17|2|channel 1
07:37:18|2|channel 1
07:37:19|2|channel 1
07:37:20|2|channel 1
07:37:21|2|channel 1
07:37:22|2|channel 1
07:37:23|2|channel 1
07:37:24|2|channel 1
07:37:25|2|channel 1
07:37:26|2|channel 1
07:37:27|2|channel 1
07:37:28|2|channel 1
07:37:29|2|channel 1
07:37:30|2|channel 1
07:37:31|2|channel 1
07:37:32|2|channel 1
07:37:33|2|channel 1
07:37:34|2|channel 1
07:37:35|2|channel 1
07:37:36|2|channel 1
07:37:37|2|channel 1
07:37:38|2|channel 1
07:37:39|2|channel 1
07:37:40|2|channel 1
07:37:41|2|channel 1
07:37:42|2|channel 1
07:37:43|2|channel 1
07:37:44|2|channel 1
07:37:45|2|channel 1
07:37:46|2|channel 1
07:37:47|2|channel 1
07:37:48|2|channel 1
07:37:49|2|channel 1
07:37:50|2|channel 1
07:37:51|2|channel 1
07:37:52|2|channel 1
07:37:53|2|channel 1
07:37:54|2|channel 1
07:37:55|2|channel 1
07:37:56|2|channel 1
07:37:57|2|channel 1
07:37:58|2|channel 1
07:37:59|2|channel 1
07:38:00|2|channel 1
07:38:01|2|channel 1
07:38:02|2|channel 1
07:38:03|2|channel 1
07:38:04|2|channel 1
07:38:05|2|channel 1
07:38:06|2|channel 1
07:38:07|2|channel 1
07:38:08|2|channel 1
07:38:09|2|channel 1
07:38:10|2|channel 1
07:38:11|2|channel 1
07:38:12|2|channel 1
07:38:13|2|channel 1
07:38:14|2|channel 1
07:38:15|2|channel 1
07:38:16|2|channel 1
07:38:17|2|channel 1
07:38:18|2|channel 1
07:38:19|2|channel 1
07:38:20|2|channel 1
07:38:21|2|channel 1
07:38:22|2|channel 1
07:38:23|2|channel 1
07:38:24|2|channel 1
07:38:25|2|channel 1
07:38:26|2|channel 1
07:38:27|2|channel 1
07:38:28|2|channel 1
07:38:29|2|channel 1
07:38:30|2|channel 1
07:38:31|2|channel 1
07:38:32|2|channel 1
07:38:33|2|channel 1
07:38:34|2|channel 1
07:38:35|2|channel 1
07:38:36|2|channel 1
07:38:37|2|channel 1
07:38:38|2|channel 1
07:38:39|2|channel 1
07:38:40|2|channel 1
07:38:41|2|channel 1
07:38:42|2|channel 1
07:38:43|2|channel 1
07:38:44|2|channel 1
07:38:45|2|channel 1
07:38:46|2|channel 1
07:38:47|2|channel 1
07:38:48|2|channel 1
07:38:49|2|channel 1
07:38:50|2|channel 1
07:38:51|2|channel 1
07:38:52|2|channel 1
07:38:53|2|channel 1
07:38:54|2|channel 1
07:38:55|2|channel 1
07:38:56|2|channel 1
07:38:57|2|channel 1
07:38:58|2|channel 1
07:38:59|2|channel 1
07:39:00|2|channel 1
07:39:01|2|channel 1
07:39:02|2|channel 1
07:39:03|2|channel 1
07:39:04|2|channel 1
07:39:05|2|channel 1
07:39:06|2|channel 1
07:39:07|2|channel 1
07:39:08|2|channel 1
07:39:09|2|channel 1
07:39:10|2|channel 1
07:39:11|2|channel 1
07:39:12|2|channel 1
07:39:13|2|channel 1
07:39:14|2|channel 1
07:39:15|2|channel 1
07:39:16|2|channel 1
07:39:17|2|channel 1
07:39:18|2|channel 1
07:39:19|2|channel 1
07:39:20|2|channel 1
07:39:21|2|channel 1
07:39:22|2|channel 1
07:39:23|2|channel 1
07:39:24|2|channel 1
07:39:25|2|channel 1
07:39:26|2|channel 1
07:39:27|2|channel 1
07:39:28|2|channel 1
07:39:29|2|channel 1
07:39:30|2|channel 1
07:39:31|2|channel 1
07:39:32|2|channel 1
07:39:33|2|channel 1
07:39:34|2|channel 1
07:39:35|2|channel 1
07:39:36|2|channel 1
07:39:37|2|channel 1
07:39:38|2|channel 1
07:39:39|2|channel 1
07:39:40|2|channel 1
07:39:41|2|channel 1
07:39:42|2|channel 1
07:39:43|2|channel 1
07:39:44|2|channel 1
07:39:45|2|channel 1
07:39:46|2|channel 1
07:39:47|2|channel 1
07:39:48|2|channel 1
07:39:49|2|channel 1
07:39:50|2|channel 1
07:39:51|2|channel 1
07:39:52|2|channel 1
07:39:53|2|channel 1
07:39:54|2|channel 1
07:39:55|2|channel 1
07:39:56|2|channel 1
07:39:57|2|channel 1
07:39:58|2|channel 1
07:39:59|2|channel 1
07:40:00|2|channel 1
07:40:01|2|channel 1
07:40:02|2|channel 1
07:40:03|2|channel 1
07:40:04|2|channel 1
07:40:05|2|channel 1
07:40:06|2|channel 1
07:40:07|2|channel 1
07:40:08|2|channel 1
07:40:09|2|channel 1
07:40:10|2|channel 1
07:40:11|2|channel 1
07:40:12|2|channel 1
07:40:13|2|channel 1
07:40:14|2|channel 1
07:40:15|2|channel 1
07:40:16|2|channel 1
07:40:17|2|channel 1
07:40:18|2|channel 1
07:40:19|2|channel 1
07:40:20|2|channel 1
07:40:21|2|channel 1
07:40:22|2|channel 1
07:40:23|2|channel 1
07:40:24|2|channel 1
07:40:25|2|channel 1
07:40:26|2|channel 1
07:40:27|2|channel 1
07:40:28|2|channel 1
07:40:29|2|channel 1
07:40:30|2|channel 1
07:40:31|2|channel 1
07:40:32|2|channel 1
07:40:33|2|channel 1
07:40:34|2|channel 1
07:40:35|2|channel 1
07:40:36|2|channel 1
07:40:37|2|channel 1
07:40:38|2|channel 1
07:40:39|2|channel 1
07:40:40|2|channel 1
07:40:41|2|channel 1
07:40:42|2|channel 1
07:40:43|2|channel 1
07:40:44|2|channel 1
07:40:45|2|channel 1
07:40:46|2|channel 1
07:40:47|2|channel 1
07:40:48|2|channel 1
07:40:49|2|channel 1
07:40:50|2|channel 1
07:40:51|2|channel 1
07:40:52|2|channel 1
07:40:53|2|channel 1
07:40:54|2|channel 1
07:40:55|2|channel 1
07:40:56|2|channel 1
07:40:57|2|channel 1
07:40:58|2|channel 1
07:40:59|2|channel 1
07:41:00|2|channel 1
07:41:01|1|channel 1
07:41:02|1|channel 1
07:41:03|1|channel 1
07:41:04|1|channel 1
07:41:05|1|channel 1
07:41:06|1|channel 1
07:41:07|1|channel 1
07:41:08|1|channel 1
07:41:09|1|channel 1
07:41:10|1|channel 1
07:41:11|1|channel 1
07:41:12|1|channel 1
07:41:13|1|channel 1
07:41:14|1|channel 1
07:41:15|1|channel 1
07:41:16|1|channel 1
07:41:17|1|channel 1
07:41:18|1|channel 1
07:41:19|1|channel 1
07:41:20|1|channel 1
07:41:21|1|channel 1
07:41:22|1|channel 1
07:41:23|1|channel 1
07:41:24|1|channel 1
07:41:25|1|channel 1
07:41:26|1|channel 1
07:41:27|1|channel 1
07:41:28|1|channel 1
07:41:29|1|channel 1
07:41:30|1|channel 1
07:41:31|1|channel 1
07:41:32|1|channel 1
07:41:33|1|channel 1
07:41:34|1|channel 1
07:41:35|1|channel 1
07:41:36|1|channel 1
07:41:37|1|channel 1
07:41:38|1|channel 1
07:41:39|1|channel 1
07:41:40|1|channel 1
07:41:41|1|channel 1
07:41:42|1|channel 1
07:41:43|1|channel 1
07:41:44|1|channel 1
07:41:45|1|channel 1
07:41:46|1|channel 1
07:41:47|1|channel 1
07:41:48|1|channel 1
07:41:49|1|channel 1
07:41:50|1|channel 1
07:41:51|1|channel 1
07:41:52|1|channel 1
07:41:53|1|channel 1
07:41:54|1|channel 1
07:41:55|1|channel 1
07:41:56|1|channel 1
07:41:57|1|channel 1
07:41:58|1|channel 1
07:41:59|1|channel 1
07:42:00|1|channel 1
07:42:01|1|channel 1
07:42:02|1|channel 1
07:42:03|1|channel 1
07:42:04|1|channel 1
07:42:05|1|channel 1
07:42:06|1|channel 1
07:42:07|1|channel 1
07:42:08|1|channel 1
07:42:09|1|channel 1
07:42:10|1|channel 1
07:42:11|1|channel 1
07:42:12|1|channel 1
07:42:13|1|channel 1
07:42:14|1|channel 1
07:42:15|1|channel 1
07:42:16|1|channel 1
07:42:17|1|channel 1
07:42:18|1|channel 1
07:42:19|1|channel 1
07:42:20|1|channel 1
07:42:21|1|channel 1
07:42:22|1|channel 1
07:42:23|1|channel 1
07:42:24|1|channel 1
07:42:25|1|channel 1
07:42:26|1|channel 1
07:42:27|1|channel 1
07:42:28|1|channel 1
07:42:29|1|channel 1
07:42:30|1|channel 1
07:42:31|1|channel 1
07:42:32|1|channel 1
07:42:33|1|channel 1
07:42:34|1|channel 1
07:42:35|1|channel 1
07:42:36|1|channel 1
07:42:37|1|channel 1
07:42:38|1|channel 1
07:42:39|1|channel 1
07:42:40|1|channel 1
07:42:41|1|channel 1
07:42:42|1|channel 1
07:42:43|1|channel 1
07:42:44|1|channel 1
07:42:45|1|channel 1
07:42:46|1|channel 1
07:42:47|1|channel 1
07:42:48|1|channel 1
07:42:49|1|channel 1
07:42:50|1|channel 1
07:42:51|1|channel 1
07:42:52|1|channel 1
07:42:53|1|channel 1
07:42:54|1|channel 1
07:42:55|1|channel 1
07:42:56|1|channel 1
07:42:57|1|channel 1
07:42:58|1|channel 1
07:42:59|1|channel 1
07:43:00|1|channel 1
07:43:01|1|channel 1
07:43:02|1|channel 1
07:43:03|1|channel 1
07:43:04|1|channel 1
07:43:05|1|channel 1
07:43:06|1|channel 1
07:43:07|1|channel 1
07:43:08|1|channel 1
07:43:09|1|channel 1
07:43:10|1|channel 1
07:43:11|1|channel 1
07:43:12|1|channel 1
07:43:13|1|channel 1
07:43:14|1|channel 1
07:43:15|1|channel 1
07:43:16|1|channel 1
07:43:17|1|channel 1
07:43:18|1|channel 1
07:43:19|1|channel 1
07:43:20|1|channel 1
07:43:21|1|channel 1
07:43:22|1|channel 1
07:43:23|1|channel 1
07:43:24|1|channel 1
07:43:25|1|channel 1
07:43:26|1|channel 1
07:43:27|1|channel 1
07:43:28|1|channel 1
07:43:29|1|channel 1
07:43:30|1|channel 1
07:43:31|1|channel 1
07:43:32|1|channel 1
07:43:33|1|channel 1
07:43:34|1|channel 1
07:43:35|1|channel 1
07:43:36|1|channel 1
07:43:37|1|channel 1
07:43:38|1|channel 1
07:43:39|1|channel 1
07:43:40|1|channel 1
07:43:41|1|channel 1
07:43:42|1|channel 1
07:43:43|1|channel 1
07:43:44|1|channel 1
07:43:45|1|channel 1
07:43:46|1|channel 1
07:43:47|1|channel 1
07:43:48|1|channel 1
07:43:49|1|channel 1
07:43:50|1|channel 1
07:43:51|1|channel 1
07:43:52|1|channel 1
07:43:53|1|channel 1
07:43:54|1|channel 1
07:43:55|1|channel 1
07:43:56|1|channel 1
07:43:57|1|channel 1
07:43:58|1|channel 1
07:43:59|1|channel 1
07:44:00|1|channel 1
07:44:01|1|channel 1
07:44:02|1|channel 1
07:44:03|1|channel 1
07:44:04|1|channel 1
07:44:05|1|channel 1
07:44:06|1|channel 1
07:44:07|1|channel 1
07:44:08|1|channel 1
07:44:09|1|channel 1
07:44:10|1|channel 1
07:44:11|1|channel 1
07:44:12|1|channel 1
07:44:13|1|channel 1
07:44:14|1|channel 1
07:44:15|1|channel 1
07:44:16|1|channel 1
07:44:17|1|channel 1
07:44:18|1|channel 1
07:44:19|1|channel 1
07:44:20|1|channel 1
07:44:21|1|channel 1
07:44:22|1|channel 1
07:44:23|1|channel 1
07:44:24|1|channel 1
07:44:25|1|channel 1
07:44:26|1|channel 1
07:44:27|1|channel 1
07:44:28|1|channel 1
07:44:29|1|channel 1
07:44:30|1|channel 1
07:44:31|1|channel 1
07:44:32|1|channel 1
07:44:33|1|channel 1
07:44:34|1|channel 1
07:44:35|1|channel 1
07:44:36|1|channel 1
07:44:37|1|channel 1
07:44:38|1|channel 1
07:44:39|1|channel 1
07:44:40|1|channel 1
07:44:41|1|channel 1
07:44:42|1|channel 1
07:44:43|1|channel 1
07:44:44|1|channel 1
07:44:45|1|channel 1
07:44:46|1|channel 1
07:44:47|1|channel 1
07:44:48|1|channel 1
07:44:49|1|channel 1
07:44:50|1|channel 1
07:44:51|1|channel 1
07:44:52|1|channel 1
07:44:53|1|channel 1
07:44:54|1|channel 1
07:44:55|1|channel 1
07:44:56|1|channel 1
07:44:57|1|channel 1
07:44:58|1|channel 1
07:44:59|1|channel 1
07:45:00|1|channel 1
07:45:01|1|channel 1
07:45:02|1|channel 1
07:45:03|1|channel 1
07:45:04|1|channel 1
07:45:05|1|channel 1
07:45:06|1|channel 1
07:45:07|1|channel 1
07:45:08|1|channel 1
07:45:09|1|channel 1
07:45:10|1|channel 1
07:45:11|1|channel 1
07:45:12|1|channel 1
07:45:13|1|channel 1
07:45:14|1|channel 1
07:45:15|1|channel 1
07:45:16|1|channel 1
07:45:17|1|channel 1
07:45:18|1|channel 1
07:45:19|1|channel 1
07:45:20|1|channel 1
07:45:21|1|channel 1
07:45:22|1|channel 1
07:45:23|1|channel 1
07:45:24|1|channel 1
07:45:25|1|channel 1
07:45:26|1|channel 1
07:45:27|1|channel 1
07:45:28|1|channel 1
07:45:29|1|channel 1
07:45:30|1|channel 1
07:45:31|1|channel 1
07:45:32|1|channel 1
07:45:33|1|channel 1
07:45:34|1|channel 1
07:45:35|1|channel 1
07:45:36|1|channel 1
07:45:37|1|channel 1
07:45:38|1|channel 1
07:45:39|1|channel 1
07:45:40|1|channel 1
07:45:41|1|channel 1
07:45:42|1|channel 1
07:45:43|1|channel 1
07:45:44|1|channel 1
07:45:45|1|channel 1
07:45:46|1|channel 1
07:45:47|1|channel 1
07:45:48|1|channel 1
07:45:49|1|channel 1
07:45:50|1|channel 1
07:45:51|1|channel 1
07:45:52|1|channel 1
07:45:53|1|channel 1
07:45:54|1|channel 1
07:45:55|1|channel 1
07:45:56|1|channel 1
07:45:57|1|channel 1
